name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,monthly_current_bill,family_recharge_bill,previous_loan_paid
Vikram Reddy,Kochi,1053043.54,409,53502.82,18,50,FALSE,4745.569295,931.8976675,No
Aditi Thakur,Kanpur,307743.92,700,220205.22,31,80,TRUE,4356.182973,2602.697312,Yes
Aarav Nair,Kochi,344404.15,621,399852.6,28,65,TRUE,1047.147939,1613.035988,Yes
Aditi Rao,Raipur,1088910.84,795,340695.98,38,60,TRUE,4107.442642,307.3628694,Yes
Pooja Nair,Vadodara,928240.74,323,444108.38,32,25,FALSE,3860.972665,2345.273905,No
Priya Nair,Gurugram,889839.26,525,29114.58,8,45,FALSE,2305.45525,2027.907394,No
Rajesh Gupta,Thiruvananthapuram,360481.79,778,92784.49,31,70,TRUE,1145.250847,542.5058809,Yes
Riya Yadav,Bhubaneshwar,513957.22,702,239937.08,37,80,TRUE,1800.27607,1445.131306,Yes
Priya Bose,Visakhapatnam,1146823.19,756,440725.66,38,90,TRUE,3298.013441,2432.720271,Yes
Rohan Patel,Ahmedabad,1020503.43,661,283739.54,40,50,FALSE,3148.75958,1151.026394,No
Pooja Iyer,Bhubaneshwar,538076.19,843,148877.28,25,80,TRUE,1268.077284,2131.207241,Yes
Aarav Bose,Tiruchirappalli,629031.63,520,217258.76,23,50,FALSE,3997.110284,1372.672194,No
Rohan Bose,Jaipur,179250.88,518,76253.89,36,50,FALSE,5713.51254,2580.952276,No
Ananya Sharma,Noida,200233.55,839,206146.56,6,85,TRUE,1698.459816,368.7227264,Yes
Rakesh Bose,Udaipur,905404.31,745,222863.94,20,85,TRUE,3711.77167,2707.515213,No
Rakesh Yadav,Mumbai,840841.75,763,411577.3,38,90,TRUE,1046.683874,2081.560771,Yes
Sneha Joshi,Kochi,1164166.36,304,289830.34,18,45,FALSE,1871.046152,3335.923506,No
Arjun Yadav,Noida,790573.31,781,150496.51,26,90,TRUE,3521.254634,2352.463708,Yes
Krishna Pandey,Salem,1133822.45,805,311197.77,3,70,TRUE,2830.419688,597.360375,Yes
Sneha Menon,Hubballi,666432.46,329,127509.49,3,45,FALSE,663.9778414,2730.598531,No
Karthik Das,Vijayawada,346940.55,495,186114.36,23,45,FALSE,3740.676929,2430.462263,No
Rajesh Pillai,Patna,756345.86,376,382905.37,21,45,FALSE,5052.406945,1201.083656,No
Ananya Tiwari,Hubballi,602001.9,422,417897.58,20,50,FALSE,5621.245284,2476.952358,Yes
Aarav Kumar,Meerut,722523.9,834,265563.01,15,90,TRUE,510.3767493,2680.455648,Yes
Arjun Tiwari,Tiruchirappalli,195229.95,531,456747.55,16,55,FALSE,4925.232658,1207.795716,No
Divya Das,Gurugram,647596.18,510,337175.07,4,25,FALSE,4589.412875,2684.287768,No
Vikram Tiwari,Indore,666082.57,492,378043.21,6,30,FALSE,1497.315388,237.9662344,No
Karthik Sharma,Bhubaneshwar,317078.56,764,113443.5,9,65,TRUE,2915.641257,371.4349369,Yes
Praveen Yadav,Surat,613834.43,825,151964.26,25,85,TRUE,4052.222425,1229.821589,Yes
Aditi Ghosh,Bhubaneshwar,833634.79,404,266404.96,29,35,FALSE,1130.661954,1217.905219,No
Aditya Iyer,Shimla,996935.22,787,251212.09,33,85,TRUE,1513.314327,645.3878749,Yes
Rajesh Singh,Varanasi,525282.79,706,136307.06,27,60,TRUE,3489.238933,1805.681586,No
Meera Pandey,Shimla,228979.37,498,442688.33,12,40,FALSE,927.7777529,723.2571251,No
Aarav Chatterjee,Gwalior,177591.63,351,286582.28,15,25,FALSE,1423.198608,1094.376237,No
Tanvi Sharma,Chandigarh,555491.86,844,119077.44,17,100,TRUE,3469.365471,1683.339497,Yes
Meera Jain,Mysuru,1141647.53,574,415749.65,13,50,FALSE,1104.022989,2209.438601,No
Riya Ghosh,Tiruchirappalli,1106135.49,489,45113.97,39,50,FALSE,3214.877825,838.7226737,No
Priya Sharma,Gwalior,779502.75,371,487647.46,11,60,TRUE,4326.774261,1734.316207,Yes
Sanjay Yadav,Gurugram,801886.67,481,156327.23,4,30,FALSE,2627.475355,2045.399229,No
Vikram Menon,Bhopal,975175.79,301,487783.18,15,35,FALSE,3970.385907,1653.808816,No
Riya Kumar,Vijayawada,995285.88,815,438024.86,9,80,TRUE,3862.2177,947.3164158,Yes
Aditi Reddy,Vijayawada,274550.1,563,78060.33,31,50,FALSE,1493.568474,1500.946655,No
Pooja Gupta,Amritsar,448221.51,795,167688.88,17,90,TRUE,4273.408187,1524.236757,Yes
Priya Iyer,Bhubaneshwar,559709.52,665,480063.46,1,35,FALSE,2825.086174,1642.332496,No
Arjun Pandey,Hyderabad,1003996.31,498,286800.02,40,55,FALSE,5513.340107,2935.963012,Yes
Rajesh Reddy,Mangalore,343793.24,479,438828.11,22,55,FALSE,786.8904149,1362.421366,Yes
Sai Sharma,Visakhapatnam,620175.97,832,204692.02,21,90,TRUE,694.2376927,1661.091397,Yes
Priya Thakur,Madurai,724307.25,810,239394.91,9,75,TRUE,3756.109414,1481.708329,No
Sanjay Das,Hubballi,1000855.42,366,272724.06,0,40,FALSE,2420.621144,1918.522826,No
Riya Nambiar,Gurugram,563246.45,740,418636.01,0,60,TRUE,1511.788714,1758.182622,Yes
Aditi Jain,Amritsar,919344.34,446,488389.95,12,25,FALSE,3104.569483,2339.041311,No
Rohan Nair,Raipur,946378.75,695,432435.09,25,80,TRUE,4330.777299,363.1444543,No
Naveen Pandey,Bhopal,1165861.74,746,492469.75,20,70,TRUE,1218.347367,1313.503943,Yes
Sneha Patel,Tiruchirappalli,854784.68,504,308057.35,19,40,FALSE,4501.133236,1142.105953,No
Meera Verma,Madurai,185387.71,747,457592.84,8,75,TRUE,4378.543424,1018.013189,Yes
Rohan Sharma,Noida,151648.01,777,433924.03,26,80,TRUE,4299.792188,1542.129774,No
Sneha Bose,Kochi,354996.15,609,487040.78,37,55,FALSE,3346.888593,1389.4203,No
Vikram Verma,Chennai,974135.73,428,422161.61,0,25,FALSE,4898.397308,2645.199362,No
Sai Joshi,Nashik,501944.65,641,310948.8,6,35,FALSE,2874.533471,3290.46399,No
Aarav Verma,Lucknow,335874.18,354,294779.93,13,50,FALSE,4206.674852,649.6671006,No
Sneha Jain,Gurugram,694877.24,458,130023.5,40,55,FALSE,1754.145623,1487.47975,No
Karthik Menon,Indore,1128095.28,417,445944.71,0,20,FALSE,976.0011634,2409.661982,No
Meera Sharma,Madurai,485389.83,325,421539.99,28,35,FALSE,2855.791422,913.5579643,No
Rohan Joshi,Patna,812953.24,566,415403.35,28,25,FALSE,709.1003395,563.4638501,No
Aditi Sharma,Mangalore,1187921.16,474,225067.92,34,25,FALSE,5246.965894,1835.213701,No
Divya Chatterjee,Thiruvananthapuram,733503.73,700,164016.52,6,70,TRUE,857.0336206,992.9401505,Yes
Sanjay Verma,Srinagar,593190.64,698,141440.22,37,75,TRUE,1098.266509,1968.941674,Yes
Meera Joshi,Rajkot,1071872.6,442,320232.62,29,50,FALSE,3557.438441,2363.115719,No
Aarav Pillai,Jamshedpur,1104118.63,837,133812.79,32,65,TRUE,4308.914698,2541.036194,Yes
Rajesh Pillai,Vijayawada,532885.21,585,447327.69,19,65,TRUE,1303.151101,1948.803987,Yes
Divya Pandey,Kochi,915956.36,484,216021.62,32,50,FALSE,3019.276536,1478.542158,No
Sai Bose,Udaipur,483295.34,656,222064.16,39,65,TRUE,2199.163504,1800.462285,Yes
Rohan Joshi,Kochi,781232.61,408,327350.82,30,45,FALSE,2604.404707,396.0291456,No
Rajesh Yadav,Nagpur,448403.76,478,137523.24,24,25,FALSE,2772.210856,2070.869665,No
Ananya Nambiar,Dehradun,334301.32,752,415171.12,38,90,TRUE,3885.57447,918.2182591,Yes
Aditya Verma,Nagpur,586138.01,504,341255.63,16,25,FALSE,1549.46714,2242.139571,No
Vihaan Pandey,Guwahati,187073.23,388,362871.6,1,35,FALSE,1490.805434,2660.655955,No
Tanvi Yadav,Gwalior,1040712.8,717,225024.61,34,60,TRUE,1749.882718,1168.020412,Yes
Ananya Singh,Gwalior,663498.68,785,375150.03,22,80,TRUE,3630.579229,2290.918744,No
Rajesh Gupta,Indore,790300.03,372,92052.56,5,35,FALSE,570.7332832,1296.377123,No
Naveen Joshi,Jaipur,604835.92,638,176619.58,14,70,TRUE,2219.394722,650.1238325,No
Riya Tiwari,Udaipur,793418.42,461,214806.92,4,30,FALSE,1477.624601,3097.265501,No
Karthik Nair,Chennai,582440.9,413,349608,30,35,FALSE,4267.289372,1139.850479,No
Aditya Bose,Coimbatore,783985.95,642,66231.66,8,45,FALSE,2095.319684,1832.724248,No
Karthik Tiwari,Tiruchirappalli,288597.54,336,272649.62,4,30,FALSE,4335.214272,1452.466273,No
Vikram Gupta,Vadodara,1063758.71,577,377032.3,2,40,FALSE,5076.123626,619.2362939,No
Aarav Rao,Salem,909299.81,533,90857.15,3,45,FALSE,1396.136424,457.6692931,No
Aditi Rao,Nashik,1055182.82,793,64354.43,24,75,TRUE,2403.156306,2302.297823,Yes
Aarav Kumar,Mumbai,1093430.11,748,229888.23,39,95,TRUE,1344.749895,1560.981482,Yes
Sneha Verma,Aligarh,1063369.77,310,201501.52,26,25,FALSE,3605.222709,2436.177431,No
Sanjay Pandey,Raipur,219036.73,358,310850.25,3,45,FALSE,3345.078015,336.8990791,Yes
Vihaan Ghosh,Patna,373826.05,599,385899.45,38,65,TRUE,4056.60911,1966.014809,Yes
Vikram Reddy,Nashik,387496.62,806,222751.86,22,65,TRUE,2030.518205,1650.76613,Yes
Ishita Sharma,Lucknow,712822.72,599,275847.35,15,60,TRUE,519.0630464,2539.440839,Yes
Tanvi Kumar,Coimbatore,1170025.27,797,368966.12,5,85,TRUE,1052.444998,1088.372767,Yes
Priya Singh,Nagpur,611655.08,515,408748.8,23,60,TRUE,3046.76907,1965.127679,No
Divya Thakur,Shimla,1129962.88,764,216822.24,1,55,FALSE,3885.738188,827.9459902,No
Aditya Tiwari,Patna,687747.07,807,55770.58,24,80,TRUE,2136.993205,1899.424821,Yes
Praveen Jain,Gurugram,799917.85,353,460657.24,19,25,FALSE,2262.363301,2440.926772,No
Pooja Das,Jamshedpur,485105.42,521,332632.08,21,60,TRUE,2166.080397,564.5482663,Yes
Rohan Yadav,Dehradun,971354.45,594,27500.43,29,65,TRUE,2595.685273,829.6384221,Yes
Divya Kumar,Ahmedabad,1038474.59,778,499446.72,15,70,TRUE,2884.046165,536.8895753,Yes
Sneha Menon,Meerut,1120462.23,602,407127.76,36,40,FALSE,1511.58351,2690.856214,No
Riya Tiwari,Gwalior,224820.32,427,475555.92,36,40,FALSE,2830.209416,3056.610067,No
Priya Jain,Kanpur,990812.11,309,122051.97,2,15,FALSE,531.1808184,2410.128157,No
Vikram Rao,Nagpur,809253.34,381,419248.51,39,55,FALSE,5387.918677,1183.524676,No
Krishna Mishra,Udaipur,1174878.25,565,462880.96,8,45,FALSE,5027.715727,842.8534466,No
Naveen Iyer,Vadodara,1045510.6,488,494827.13,32,40,FALSE,1597.349525,412.8867162,No
Karthik Bose,Visakhapatnam,1019419.13,565,28159.01,1,40,FALSE,2825.647735,2818.612679,No
Aditya Pillai,Chennai,1128267.68,379,449761.64,28,50,FALSE,3925.83122,1031.121322,No
Praveen Ghosh,Gurugram,1074603.52,373,88172.49,27,50,FALSE,3288.578255,1734.996338,Yes
Aarav Sharma,Meerut,984167.16,683,77698.39,18,75,TRUE,2094.248864,2335.615298,Yes
Naveen Reddy,Mumbai,301092.95,516,169913.48,32,40,FALSE,2018.022144,365.3705134,No
Meera Thakur,Chandigarh,360705.97,333,359490.27,9,45,FALSE,4627.767022,2913.492648,No
Rakesh Nair,Dehradun,697412.42,728,141437.32,7,65,TRUE,1528.747936,2114.866462,Yes
Aarav Menon,Amritsar,405635.56,751,144249.29,17,80,TRUE,1889.5201,2795.267923,Yes
Krishna Das,Vadodara,989586.68,536,499155.53,20,45,FALSE,3438.761309,2357.012611,No
Divya Verma,Kanpur,973806.73,670,49632.76,30,75,TRUE,1342.214303,1745.13262,Yes
Rakesh Chatterjee,Mumbai,518030.46,717,423288.12,37,65,TRUE,1542.21384,1684.657846,Yes
Krishna Chatterjee,Gurugram,948393.54,718,229930.69,32,60,TRUE,1669.513106,2175.08163,No
Ishita Menon,Pune,1146555.65,423,50583.16,16,55,FALSE,5383.78448,3272.932947,Yes
Aarav Nambiar,Indore,212843.29,324,176798.48,10,45,FALSE,5144.218826,2105.578887,No
Priya Patel,Chennai,159645.63,547,350882.33,18,40,FALSE,2249.778816,1779.446423,No
Meera Thakur,Bhopal,896526.6,759,253672.66,40,75,TRUE,1685.686446,1736.10029,Yes
Rakesh Nair,Visakhapatnam,994148.1,821,160244.44,9,95,TRUE,1343.119438,1536.471567,Yes
Pooja Yadav,Srinagar,207086.63,480,249853.89,37,50,FALSE,1589.404878,978.3468428,No
Rakesh Menon,Gurugram,777481.36,830,294686.34,37,65,TRUE,1332.272751,219.4593737,Yes
Aditi Pillai,Mumbai,911132.02,446,219997.14,13,60,TRUE,4147.142018,2161.97272,No
Vihaan Mishra,Nagpur,205752.13,469,47184.39,18,60,TRUE,4187.282314,2364.583987,Yes
Naveen Verma,Visakhapatnam,871356.59,408,272622.41,17,30,FALSE,1548.32053,2472.649181,No
Sai Singh,Hubballi,421554.11,340,264118.71,34,50,FALSE,611.0919445,1848.052074,No
Divya Kumar,Delhi,626885.66,736,370691.96,28,60,TRUE,3322.051589,781.3895845,Yes
Pooja Yadav,Vijayawada,1129536.04,755,73780.8,31,85,TRUE,2031.081726,2442.149809,No
Rajesh Menon,Mysuru,425546.88,376,40421.31,10,40,FALSE,3744.07766,2808.346506,No
Praveen Jain,Mumbai,524059.38,743,268266.72,33,80,TRUE,1188.706773,648.6335636,No
Meera Gupta,Aurangabad,858173.82,440,300072.1,24,50,FALSE,4995.519504,1247.771957,No
Riya Chatterjee,Visakhapatnam,307924.5,808,283921.14,8,60,TRUE,3361.254807,2450.500613,No
Pooja Das,Pune,262324.91,802,266642.22,39,75,TRUE,1686.977959,446.5011304,No
Vihaan Pandey,Noida,265345.34,540,32325.96,22,35,FALSE,903.9502611,752.4244031,No
Sanjay Verma,Chennai,543344.67,801,176162.45,25,75,TRUE,2514.720805,2108.047943,Yes
Aarav Thakur,Patna,911759.84,594,40526.92,28,65,TRUE,2499.389459,466.9582204,Yes
Aditya Pandey,Coimbatore,702373.82,655,448686.28,25,40,FALSE,3534.392931,452.6516105,Yes
Riya Jain,Amritsar,316726.4,329,398294.61,17,40,FALSE,2310.232671,3191.463902,No
Ananya Verma,Aligarh,497050.56,625,482676.79,25,40,FALSE,4072.29537,1798.402234,No
Meera Jain,Shimla,587522.56,647,161983.25,2,45,FALSE,5019.268308,1425.690323,No
Praveen Thakur,Ahmedabad,488367.31,412,454503.59,39,40,FALSE,2785.857304,906.1316048,No
Naveen Menon,Jamshedpur,1033390.81,661,412230.59,4,55,FALSE,1984.235283,917.1382804,No
Rohan Thakur,Ahmedabad,227835.73,705,316851.75,14,70,TRUE,1604.782032,363.6519706,Yes
Karthik Chatterjee,Hyderabad,420544.15,313,244502.82,1,40,FALSE,5057.276015,724.3111149,Yes
Naveen Kumar,Nagpur,234892.01,608,40332.32,14,65,TRUE,2611.479478,2212.799696,Yes
Pooja Bose,Nashik,1014841.69,434,304741.28,17,25,FALSE,4160.094684,3211.426539,No
Priya Sharma,Guwahati,488419.14,455,227744.81,37,45,FALSE,2842.86665,1607.081188,Yes
Karthik Joshi,Kanpur,636630.19,824,140343.54,1,60,TRUE,2070.883737,2468.614859,Yes
Divya Joshi,Guwahati,632572.06,395,435141.05,26,55,FALSE,951.3371565,1457.148518,Yes
Rajesh Mishra,Bhopal,908397.74,808,72815.68,25,75,TRUE,2738.150028,1183.579165,Yes
Rohan Tiwari,Ahmedabad,895182.28,706,106430.06,28,80,TRUE,2073.330544,2335.560838,No
Ananya Bose,Surat,331747.36,397,429782.03,10,50,FALSE,5332.851253,1624.647915,No
Pooja Patel,Ahmedabad,345215.69,835,381189.84,36,80,TRUE,4203.471174,646.3356769,Yes
Divya Sharma,Bengaluru,1098876.46,454,37003.86,20,40,FALSE,4777.089135,2072.232343,Yes
Meera Nair,Noida,477165.99,800,118995.47,31,90,TRUE,2803.18076,1165.196854,No
Meera Pillai,Mumbai,867637.35,407,47651.35,4,25,FALSE,1212.72082,652.2074865,No
Krishna Chatterjee,Vadodara,505535.75,339,146037.31,31,35,FALSE,1523.445346,921.2665839,Yes
Tanvi Yadav,Shimla,1134509.46,420,238024.57,18,55,FALSE,3713.328701,2241.073989,No
Aditi Iyer,Jaipur,338964.94,469,164598.04,18,60,TRUE,2958.639139,2520.986679,No
Vikram Gupta,Guwahati,681090.59,783,230972.17,13,85,TRUE,3482.867846,1116.498998,Yes
Ishita Sharma,Mumbai,325671.19,785,482106.35,20,95,TRUE,3761.775097,560.5957984,Yes
Rakesh Tiwari,Ranchi,1014824.67,396,113660.41,29,50,FALSE,2272.92625,3045.45684,No
Vihaan Rao,Chandigarh,231985.16,531,484375.15,40,55,FALSE,4786.06858,506.2813521,No
Arjun Rao,Hubballi,1096787.28,676,114575.89,25,60,TRUE,2277.440697,374.1707033,No
Arjun Nair,Vadodara,676655.83,405,103985.08,13,40,FALSE,3298.33105,1992.867906,No
Sanjay Bose,Vadodara,358695.26,583,243994.09,39,40,FALSE,4393.976545,1996.511018,No
Aditya Iyer,Jamshedpur,1149585.22,450,335188.73,10,55,FALSE,1182.111922,1403.483823,No
Arjun Verma,Noida,1137622.59,735,431170.57,30,60,TRUE,2245.546247,2272.511749,No
Rajesh Menon,Gwalior,926192.46,785,335015.56,19,90,TRUE,1923.877023,201.5103066,Yes
Vikram Singh,Hubballi,575931.55,584,250407.35,9,35,FALSE,910.2424181,1760.939551,No
Tanvi Gupta,Varanasi,419506.92,745,155010.32,22,85,TRUE,2188.10452,2515.627663,No
Krishna Bose,Mysuru,261678.05,495,335498.37,23,35,FALSE,4064.549686,2736.323502,No
Vihaan Nair,Kozhikode,861823.11,559,318038.69,0,40,FALSE,2401.616573,705.1831613,No
Praveen Nambiar,Coimbatore,1169852.61,580,352233.91,3,30,FALSE,1829.893384,3100.602553,No
Meera Jain,Guwahati,257498.36,802,454548.59,30,70,TRUE,2355.821407,1144.89552,No
Priya Chatterjee,Pune,305819.77,481,369823.13,5,25,FALSE,5371.763231,1344.220258,No
Ishita Nambiar,Mumbai,947079.63,584,40239.37,39,55,FALSE,1726.578482,2401.962498,No
Aditya Iyer,Kolkata,475576.99,675,114092.41,0,60,TRUE,2633.329622,628.9774912,Yes
Rajesh Bose,Vadodara,1021968.26,451,349287.06,17,35,FALSE,4535.342107,1388.713821,No
Praveen Tiwari,Guwahati,714933.7,477,90916.46,0,35,FALSE,1964.69832,2985.471108,No
Priya Pillai,Bengaluru,460054.5,774,267754.9,7,90,TRUE,4001.082023,384.2490566,Yes
Ananya Verma,Madurai,1105379.22,473,312859.12,13,60,TRUE,1711.872558,1725.384397,Yes
Sai Pandey,Udaipur,657883.89,495,402467.19,8,40,FALSE,1151.465714,1972.482196,No
Meera Iyer,Guwahati,258160.48,723,120489.32,12,70,TRUE,2677.536634,2502.992977,No
Krishna Nambiar,Hubballi,449393.29,394,53905.23,22,45,FALSE,1949.341127,382.466642,No
Karthik Thakur,Mangalore,554473.6,337,250757.87,24,25,FALSE,2884.659096,3044.727015,No
Krishna Ghosh,Hyderabad,209629.5,512,410953.49,32,45,FALSE,887.0696171,956.2477958,No
Rohan Iyer,Kozhikode,593872.24,567,91487.24,7,55,FALSE,2654.129787,2251.244628,No
Rakesh Mishra,Mysuru,548252.38,686,343175.58,37,60,TRUE,1558.646626,2057.333517,No
Arjun Das,Thiruvananthapuram,837560.52,462,170277.92,30,55,FALSE,1763.424476,2305.290797,No
Aditi Joshi,Gwalior,1033061.92,767,204906.49,36,75,TRUE,1261.11506,2410.344117,No
Aarav Singh,Shimla,412964.48,645,460498.81,25,50,FALSE,1484.875086,3001.861767,No
Karthik Menon,Dehradun,1020225.26,710,114385.86,1,50,FALSE,3626.525785,2806.025072,No
Rajesh Rao,Dehradun,1001588.32,433,394426.72,21,45,FALSE,565.2190934,1889.471569,No
Vihaan Nair,Aligarh,466641.61,705,239643.96,29,75,TRUE,3198.963162,1784.692753,No
Ananya Bose,Kanpur,509807.26,541,150746.98,27,50,FALSE,3117.665342,2922.416144,No
Aarav Yadav,Lucknow,921593.64,652,36816.82,30,50,FALSE,1261.25242,2325.470839,No
Aditya Gupta,Varanasi,1063325.97,548,481361.37,24,60,TRUE,724.5757009,1936.557016,Yes
Vikram Das,Aligarh,572036.78,703,447949.94,4,40,FALSE,4608.095346,3329.035583,No
Rohan Gupta,Udaipur,1065953.94,540,490299.01,23,55,FALSE,1438.717334,1474.178921,No
Aarav Gupta,Meerut,1184270.54,441,53143.55,12,45,FALSE,3112.765943,2773.033011,No
Praveen Singh,Kolkata,278890.16,454,41911.9,19,55,FALSE,3390.207358,1930.063257,No
Aditi Nambiar,Aligarh,1172580.03,829,252400.99,29,85,TRUE,497.1723987,2503.684689,Yes
Rakesh Mishra,Nagpur,351626.79,464,179125.41,8,50,FALSE,1516.736368,3152.219669,Yes
Ananya Patel,Udaipur,628189.64,732,422868,19,75,TRUE,3364.207489,2501.659919,Yes
Aditi Patel,Lucknow,1121457.67,643,232181.21,23,40,FALSE,5138.545726,2781.333771,Yes
Sanjay Yadav,Visakhapatnam,1124970.03,453,468101.63,21,40,FALSE,3690.232497,3343.88199,No
Priya Nambiar,Chennai,1130789.47,588,473510.63,7,60,TRUE,2824.957396,2366.432518,No
Aarav Chatterjee,Tiruchirappalli,779365.58,603,222672.56,34,75,TRUE,3764.632577,1847.580552,Yes
Divya Das,Hubballi,326085.19,414,428063.3,2,45,FALSE,4346.815083,2158.286855,No
Rohan Chatterjee,Rajkot,904501.95,741,97231.38,22,90,TRUE,1670.226982,1929.412626,No
Rajesh Singh,Chennai,610516.35,681,304246.57,9,80,TRUE,3633.843828,1079.449051,No
Divya Patel,Ranchi,183811.86,645,354002.23,19,65,TRUE,916.9101222,1568.4306,Yes
Rohan Nair,Ahmedabad,1049045,743,433450.78,12,65,TRUE,470.0957848,1230.689641,No
Rakesh Patel,Gurugram,1005935.36,683,397064.45,30,75,TRUE,3487.204577,2386.308844,Yes
Rohan Yadav,Mumbai,392035.89,346,390962.85,25,50,FALSE,1533.821853,787.665107,No
Naveen Mishra,Bhopal,690095.63,432,175324.43,17,55,FALSE,3828.437867,916.9300738,No
Praveen Patel,Delhi,399387.62,526,85052.54,39,50,FALSE,2845.948147,2742.457234,No
Meera Verma,Nashik,1136639.05,698,442290.6,35,75,TRUE,1430.446686,2404.435551,Yes
Divya Das,Surat,847504.86,515,347943.77,10,25,FALSE,2541.262922,2624.207619,No
Riya Singh,Tiruchirappalli,309661.73,385,106369.15,33,55,FALSE,4221.28142,1995.25145,No
Praveen Bose,Jamshedpur,801580.98,470,99748.42,22,50,FALSE,4002.824027,1151.636318,No
Sai Reddy,Udaipur,1176056.51,540,154553.89,34,35,FALSE,3773.214997,2148.699941,No
Rajesh Ghosh,Salem,340738.71,596,326872.71,10,65,TRUE,3762.28082,1603.593871,Yes
Krishna Nambiar,Amritsar,1076017.82,728,158310.88,17,65,TRUE,3650.774899,2348.29754,No
Aarav Menon,Mumbai,164655.65,701,221306.51,25,80,TRUE,3037.430074,715.0643802,No
Aarav Mishra,Aligarh,737168.27,845,197821.83,29,85,TRUE,3682.53404,1780.020748,No
Pooja Das,Ranchi,939997.75,493,390415.73,1,20,FALSE,4282.250866,1680.020137,No
Ananya Das,Bhopal,949385.27,323,318618.06,39,35,FALSE,1704.107239,3192.539092,No
Rajesh Mishra,Tiruchirappalli,524037.19,823,28294.95,10,95,TRUE,4003.398772,2712.693251,No
Rohan Gupta,Nagpur,1068676.19,630,92543.32,18,65,TRUE,4220.522228,1762.195859,Yes
Naveen Yadav,Jodhpur,1000164.09,547,35702.79,29,55,FALSE,5193.399466,3026.048675,No
Rohan Ghosh,Kozhikode,778068.08,550,420195.99,4,45,FALSE,2452.953384,1650.460025,No
Ishita Joshi,Surat,469224.64,727,106996.48,34,75,TRUE,4000.311898,1278.840827,Yes
Pooja Joshi,Jaipur,782058.6,599,32681.47,2,30,FALSE,1594.139632,602.4665727,No
Rajesh Kumar,Srinagar,308610.86,406,117534.77,16,50,FALSE,4501.63164,1919.647163,No
Naveen Nambiar,Kolkata,1173289.13,647,363162.68,15,65,TRUE,3375.356661,2363.409966,Yes
Rohan Joshi,Mangalore,1022563.26,550,82246.98,21,50,FALSE,2731.085924,2468.342286,No
Sneha Tiwari,Patna,539337.91,443,61770.61,33,45,FALSE,2634.324174,2918.024589,No
Divya Patel,Aurangabad,959856.39,462,70549.9,40,35,FALSE,3770.47759,1184.955896,No
Karthik Jain,Chennai,403196.09,431,245780.25,38,60,TRUE,1192.103079,935.8696764,No
Sneha Bose,Agra,950484.79,451,379234.14,0,10,FALSE,1449.079663,2412.761224,Yes
Priya Thakur,Bhubaneshwar,1076623.65,652,445144.83,9,60,TRUE,1980.449389,2150.064246,Yes
Pooja Patel,Hubballi,701118.24,473,340976.22,30,35,FALSE,2947.369032,1810.339155,No
Pooja Patel,Amritsar,854071.21,529,186370.48,17,45,FALSE,4449.729743,1680.314275,No
Arjun Bose,Surat,804283.91,312,55636.62,33,40,FALSE,2359.573206,884.7261554,No
Aarav Tiwari,Meerut,1004113.12,819,182780.03,17,100,TRUE,1339.45703,963.5618226,Yes
Meera Kumar,Mumbai,587870.29,835,324743.73,15,90,TRUE,3610.988753,914.6775287,No
Sai Chatterjee,Hyderabad,277695.63,767,32953.57,2,70,TRUE,3535.567069,2195.124228,Yes
Tanvi Joshi,Madurai,556580.27,365,320138.55,33,60,TRUE,878.3428229,1283.815295,No
Krishna Rao,Gurugram,1036590.11,352,159265.91,40,45,FALSE,1239.894065,861.9364367,No
Ishita Nambiar,Jodhpur,1006124.87,520,118770.53,31,50,FALSE,1640.487983,2169.461085,No
Ishita Yadav,Bhubaneshwar,899179.96,767,388116.27,16,95,TRUE,3528.195233,390.9537844,Yes
Arjun Reddy,Pune,474621.83,826,412405.31,19,95,TRUE,4685.058389,2484.554732,No
Pooja Das,Kozhikode,1139714.04,486,392165.47,0,10,FALSE,1552.551085,1257.24751,Yes
Vikram Pandey,Patna,766613.98,742,491053.89,19,75,TRUE,1123.283206,1254.332294,Yes
Sanjay Joshi,Salem,638519.79,537,95369.85,19,30,FALSE,4653.294156,779.2308582,No
Pooja Iyer,Agra,488871.42,458,405739.24,10,40,FALSE,5474.455331,2944.234057,No
Meera Thakur,Ahmedabad,256338.44,633,458479.95,30,50,FALSE,3864.806654,221.8195351,No
